"doi","title","keywords","year","abstract","authors","url","ReferencesId","idpaper"
"10.1109/TVCG.2010.175","ManiWordle: Providing Flexible Control over Wordle","Interaction design, direct manipulation, flexibilty-usability tradeoff, tag-cloud, participatory visualization, user study ",2010,"Among the multifarious tag-clouding techniques, Wordle stands out to the community by providing an aesthetic layout, eliciting the emergence of the participatory culture and usage of tag-clouding in the artistic creations. In this paper, we introduce ManiWordle, a Wordle-based visualization tool that revamps interactions with the layout by supporting custom manipulations. ManiWordle allows people to manipulate typography, color, and composition not only for the layout as a whole, but also for the individual words, enabling them to have better control over the layout result. We first describe our design rationale along with the interaction techniques for tweaking the layout. We then present the results both from the preliminary usability study and from the comparative study between ManiWordle and Wordle. The results suggest that ManiWordle provides higher user satisfaction and an efficient method of creating the desired ""art work,"" harnessing the power behind the ever-increasing popularity of Wordle.","Kyle Koh;Bongshin Lee;Bo Hyoung Kim;Jinwook Seo","http://dx.doi.org/10.1109/TVCG.2010.175","10.1109/TVCG.2007.70541;10.1109/TVCG.2007.70515;10.1109/TVCG.2009.171;10.1109/VAST.2009.5333443;10.1109/INFVIS.2003.1249031",11
"10.1109/TVCG.2010.176","Matching Visual Saliency to Confidence in Plots of Uncertain Data","Uncertainty visualization, brushing, scatter plots, parallel coordinates, multivariate data",2010,"Conveying data uncertainty in visualizations is crucial for preventing viewers from drawing conclusions based on untrustworthy data points. This paper proposes a methodology for efficiently generating density plots of uncertain multivariate data sets that draws viewers to preattentively identify values of high certainty while not calling attention to uncertain values. We demonstrate how to augment scatter plots and parallel coordinates plots to incorporate statistically modeled uncertainty and show how to integrate them with existing multivariate analysis techniques, including outlier detection and interactive brushing. Computing high quality density plots can be expensive for large data sets, so we also describe a probabilistic plotting technique that summarizes the data without requiring explicit density plot computation. These techniques have been useful for identifying brain tumors in multivariate magnetic resonance spectroscopy data and we describe how to extend them to visualize ensemble data sets.","David Feng;Lester Kwock;Yueh Lee;Russell M. Taylor II","http://dx.doi.org/10.1109/TVCG.2010.176","10.1109/TVCG.2008.119;10.1109/INFVIS.2001.963286;10.1109/TVCG.2008.167;10.1109/TVCG.2009.179;10.1109/INFVIS.2002.1173145;10.1109/TVCG.2009.131;10.1109/VISUAL.1999.809866;10.1109/TVCG.2009.114;10.1109/TVCG.2006.170;10.1109/INFVIS.2004.3;10.1109/VISUAL.1994.346302;10.1109/TVCG.2008.153;10.1109/TVCG.2009.118",12
"10.1109/TVCG.2010.177","Mental Models; Visual Reasoning and Interaction in Information Visualization: A Top-down Perspective","Mental model, model-based reasoning, distributed cognition, interaction, theory, information visualization",2010,"Although previous research has suggested that examining the interplay between internal and external representations can benefit our understanding of the role of information visualization (InfoVis) in human cognitive activities, there has been little work detailing the nature of internal representations, the relationship between internal and external representations and how interaction is related to these representations. In this paper, we identify and illustrate a specific kind of internal representation, mental models, and outline the high-level relationships between mental models and external visualizations. We present a top-down perspective of reasoning as model construction and simulation, and discuss the role of visualization in model based reasoning. From this perspective, interaction can be understood as active modeling for three primary purposes: external anchoring, information foraging, and cognitive offloading. Finally we discuss the implications of our approach for design, evaluation and theory development.","Zhicheng Liu;John T. Stasko","http://dx.doi.org/10.1109/TVCG.2010.177","10.1109/TVCG.2009.187;10.1109/TVCG.2008.155;10.1109/INFVIS.2001.963289;10.1109/TVCG.2009.109;10.1109/TVCG.2007.70515;10.1109/TVCG.2009.180;10.1109/TVCG.2008.109;10.1109/TVCG.2008.171;10.1109/TVCG.2008.121;10.1109/VAST.2008.4677365",13
"10.1109/TVCG.2010.179","Narrative Visualization: Telling Stories with Data","Narrative visualization, storytelling, design methods, case study, journalism, social data analysis",2010,"Data visualization is regularly promoted for its ability to reveal stories within data, yet these ÔÇ£data storiesÔÇØ differ in important ways from traditional forms of storytelling. Storytellers, especially online journalists, have increasingly been integrating visualizations into their narratives, in some cases allowing the visualization to function in place of a written story. In this paper, we systematically review the design space of this emerging class of visualizations. Drawing on case studies from news media to visualization research, we identify distinct genres of narrative visualization. We characterize these design differences, together with interactivity and messaging, in terms of the balance between the narrative flow intended by the author (imposed by graphical elements and the interface) and story discovery on the part of the reader (often through interactive exploration). Our framework suggests design strategies for narrative visualization, including promising under-explored approaches to journalistic storytelling and educational media.","Edward Segel;Jeffrey Heer","http://dx.doi.org/10.1109/TVCG.2010.179","10.1109/TVCG.2007.70577;10.1109/TVCG.2007.70539;10.1109/TVCG.2008.137;10.1109/VAST.2007.4388992",14
"10.1109/TVCG.2010.184","Pargnostics: Screen-Space Metrics for Parallel Coordinates","Parallel coordinates, metrics, display optimization, visualization models",2010,"Interactive visualization requires the translation of data into a screen space of limited resolution. While currently ignored by most visualization models, this translation entails a loss of information and the introduction of a number of artifacts that can be useful, (e.g., aggregation, structures) or distracting (e.g., over-plotting, clutter) for the analysis. This phenomenon is observed in parallel coordinates, where overlapping lines between adjacent axes form distinct patterns, representing the relation between variables they connect. However, even for a small number of dimensions, the challenge is to effectively convey the relationships for all combinations of dimensions. The size of the dataset and a large number of dimensions only add to the complexity of this problem. To address these issues, we propose Pargnostics, parallel coordinates diagnostics, a model based on screen-space metrics that quantify the different visual structures. Pargnostics metrics are calculated for pairs of axes and take into account the resolution of the display as well as potential axis inversions. Metrics include the number of line crossings, crossing angles, convergence, overplotting, etc. To construct a visualization view, the user can pick from a ranked display showing pairs of coordinate axes and the structures between them, or examine all possible combinations of axes at once in a matrix display. Picking the best axes layout is an NP-complete problem in general, but we provide a way of automatically optimizing the display according to the user's preferences based on our metrics and model.","Aritra Dasgupta;Robert Kosara","http://dx.doi.org/10.1109/TVCG.2010.184","10.1109/INFVIS.2005.1532142;10.1109/TVCG.2006.138;10.1109/VISUAL.1990.146402;10.1109/VAST.2006.261423;10.1109/VAST.2009.5332628;10.1109/INFVIS.2005.1532136;10.1109/INFVIS.1998.729559;10.1109/INFVIS.1997.636793",15
"10.1109/TVCG.2010.185","PedVis: A Structured; Space-Efficient Technique for Pedigree Visualization","Genealogy, Pedigree, H-tree",2010,"Public genealogical databases are becoming increasingly populated with historical data and records of the current population's ancestors. As this increasing amount of available information is used to link individuals to their ancestors, the resulting trees become deeper and more dense, which justifies the need for using organized, space-efficient layouts to display the data. Existing layouts are often only able to show a small subset of the data at a time. As a result, it is easy to become lost when navigating through the data or to lose sight of the overall tree structure. On the contrary, leaving space for unknown ancestors allows one to better understand the tree's structure, but leaving this space becomes expensive and allows fewer generations to be displayed at a time. In this work, we propose that the H-tree based layout be used in genealogical software to display ancestral trees. We will show that this layout presents an increase in the number of displayable generations, provides a nicely arranged, symmetrical, intuitive and organized fractal structure, increases the user's ability to understand and navigate through the data, and accounts for the visualization requirements necessary for displaying such trees. Finally, user-study results indicate potential for user acceptance of the new layout.","Claurissa Tuttle;Luis Gustavo Nonato;Cláudio T. Silva","http://dx.doi.org/10.1109/TVCG.2010.185","10.1109/TVCG.2008.158;10.1109/TVCG.2008.141;10.1109/INFVIS.2005.1532124;10.1109/INFVIS.2003.1249004;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2002.1173152;10.1109/INFVIS.2002.1173148;10.1109/INFVIS.1997.636718",16
"10.1109/TVCG.2010.186","Perceptual Guidelines for Creating Rectangular Treemaps","Graphical Perception, Visualization, Treemaps, Rectangular Area, Visual Encoding, Experiment, Mechanical Turk",2010,"Treemaps are space-filling visualizations that make efficient use of limited display space to depict large amounts of hierarchical data. Creating perceptually effective treemaps requires carefully managing a number of design parameters including the aspect ratio and luminance of rectangles. Moreover, treemaps encode values using area, which has been found to be less accurate than judgments of other visual encodings, such as length. We conduct a series of controlled experiments aimed at producing a set of design guidelines for creating effective rectangular treemaps. We find no evidence that luminance affects area judgments, but observe that aspect ratio does have an effect. Specifically, we find that the accuracy of area comparisons suffers when the compared rectangles have extreme aspect ratios or when both are squares. Contrary to common assumptions, the optimal distribution of rectangle aspect ratios within a treemap should include non-squares, but should avoid extremes. We then compare treemaps with hierarchical bar chart displays to identify the data densities at which length-encoded bar charts become less effective than area-encoded treemaps. We report the transition points at which treemaps exhibit judgment accuracy on par with bar charts for both leaf and non-leaf tree nodes. We also find that even at relatively low data densities treemaps result in faster comparisons than bar charts. Based on these results, we present a set of guidelines for the effective use of treemaps and suggest alternate approaches for treemap layout.","Nicholas Kong;Jeffrey Heer;Maneesh Agrawala","http://dx.doi.org/10.1109/TVCG.2010.186","10.1109/INFVIS.2000.885091;10.1109/INFVIS.2005.1532145;10.1109/INFVIS.2004.70;10.1109/INFVIS.2005.1532144;10.1109/TVCG.2007.70583;10.1109/INFVIS.2001.963283;10.1109/INFVIS.2001.963290;10.1109/TVCG.2008.171;10.1109/INFVIS.1999.801860;10.1109/INFVIS.2002.1173153",17
"10.1109/TVCG.2010.191","Rethinking Map Legends with Visualization","Cartography, design, Digimap service, legend, online web mapping, visualization",2010,"This design paper presents new guidance for creating map legends in a dynamic environment. Our contribution is a set ofguidelines for legend design in a visualization context and a series of illustrative themes through which they may be expressed. Theseare demonstrated in an applications context through interactive software prototypes. The guidelines are derived from cartographicliterature and in liaison with EDINA who provide digital mapping services for UK tertiary education. They enhance approaches tolegend design that have evolved for static media with visualization by considering: selection, layout, symbols, position, dynamismand design and process. Broad visualization legend themes include: The Ground Truth Legend, The Legend as Statistical Graphicand The Map is the Legend. Together, these concepts enable us to augment legends with dynamic properties that address specificneeds, rethink their nature and role and contribute to a wider re-evaluation of maps as artifacts of usage rather than statements offact. EDINA has acquired funding to enhance their clients with visualization legends that use these concepts as a consequence ofthis work. The guidance applies to the design of a wide range of legends and keys used in cartography and information visualization.","Jason Dykes;Jo Wood;Aidan Slingsby","http://dx.doi.org/10.1109/TVCG.2010.191","10.1109/TVCG.2007.70561;10.1109/TVCG.2008.165;10.1109/TVCG.2007.70539;10.1109/TVCG.2006.202;10.1109/INFVIS.2000.885095;10.1109/TVCG.2007.70589;10.1109/TVCG.2009.128",18
"10.1109/TVCG.2010.194","SparkClouds: Visualizing Trends in Tag Clouds","Tag clouds, trend visualization, multiple line graphs, stacked bar charts, evaluation",2010,"Tag clouds have proliferated over the web over the last decade. They provide a visual summary of a collection of texts by visually depicting the tag frequency by font size. In use, tag clouds can evolve as the associated data source changes over time. Interesting discussions around tag clouds often include a series of tag clouds and consider how they evolve over time. However, since tag clouds do not explicitly represent trends or support comparisons, the cognitive demands placed on the person for perceiving trends in multiple tag clouds are high. In this paper, we introduce SparkClouds, which integrate sparklines into a tag cloud to convey trends between multiple tag clouds. We present results from a controlled study that compares SparkClouds with two traditional trend visualizations-multiple line graphs and stacked bar charts-as well as Parallel Tag Clouds. Results show that SparkClouds' ability to show trends compares favourably to the alternative visualizations.","Bongshin Lee;Nathalie Henry Riche;Amy K. Karlson;M. Sheelagh T. Carpendale","http://dx.doi.org/10.1109/TVCG.2010.194","10.1109/TVCG.2009.171;10.1109/INFVIS.2005.1532122;10.1109/TVCG.2007.70589",19
"10.1109/TVCG.2010.197","Stacking Graphic Elements to Avoid Over-Plotting","Dot plots, Parallel coordinate plots, Multidimensional data, Density-based visualization",2010,"An ongoing challenge for information visualization is how to deal with over-plotting forced by ties or the relatively limited visual field of display devices. A popular solution is to represent local data density with area (bubble plots, treemaps), color(heatmaps), or aggregation (histograms, kernel densities, pixel displays). All of these methods have at least one of three deficiencies:1) magnitude judgments are biased because area and color have convex downward perceptual functions, 2) area, hue, and brightnesshave relatively restricted ranges of perceptual intensity compared to length representations, and/or 3) it is difficult to brush or link toindividual cases when viewing aggregations. In this paper, we introduce a new technique for visualizing and interacting with datasets that preserves density information by stacking overlapping cases. The overlapping data can be points or lines or other geometric elements, depending on the type of plot. We show real-dataset applications of this stacking paradigm and compare them to other techniques that deal with over-plotting in high-dimensional displays.","Dang Tuan Nhon;Leland Wilkinson;Anushka Anand","http://dx.doi.org/10.1109/TVCG.2010.197","10.1109/INFVIS.2005.1532139;10.1109/INFVIS.2005.1532138;10.1109/TVCG.2009.131;10.1109/INFVIS.1995.528685;10.1109/VISUAL.1991.175815;10.1109/INFVIS.2005.1532122;10.1109/INFVIS.2004.68;10.1109/INFVIS.2000.885098",20
"10.1109/TVCG.2010.205","The FlowVizMenu and Parallel Scatterplot Matrix: Hybrid Multidimensional Visualizations for Network Exploration","Interactive graph drawing, network layout, attribute-driven layout, parallel coordinates, scatterplot matrix, radial menu",2010,"A standard approach for visualizing multivariate networks is to use one or more multidimensional views (for example, scatterplots) for selecting nodes by various metrics, possibly coordinated with a node-link view of the network. In this paper, we present three novel approaches for achieving a tighter integration of these views through hybrid techniques for multidimensional visualization, graph selection and layout. First, we present the FlowVizMenu, a radial menu containing a scatterplot that can be popped up transiently and manipulated with rapid, fluid gestures to select and modify the axes of its scatterplot. Second, the FlowVizMenu can be used to steer an attribute-driven layout of the network, causing certain nodes of a node-link diagram to move toward their corresponding positions in a scatterplot while others can be positioned manually or by force-directed layout. Third, we describe a novel hybrid approach that combines a scatterplot matrix (SPLOM) and parallel coordinates called the Parallel Scatterplot Matrix (P-SPLOM), which can be used to visualize and select features within the network. We also describe a novel arrangement of scatterplots called the Scatterplot Staircase (SPLOS) that requires less space than a traditional scatterplot matrix. Initial user feedback is reported.","Christophe Viau;Michael J. McGuffin;Yves Chiricota;Igor Jurisica","http://dx.doi.org/10.1109/TVCG.2010.205","10.1109/TVCG.2009.151;10.1109/INFVIS.2005.1532142;10.1109/TVCG.2007.70523;10.1109/TVCG.2009.179;10.1109/VAST.2009.5332586;10.1109/INFVIS.2005.1532141;10.1109/TVCG.2006.187;10.1109/INFVIS.2004.47;10.1109/TVCG.2007.70521;10.1109/INFVIS.2003.1249011;10.1109/TVCG.2008.153",21
"10.1109/TVCG.2010.206","The Streams of Our Lives: Visualizing Listening Histories in Context","Information visualization, lifelogging, design study, music, listening history, timelines, photos, calendars",2010,"The choices we take when listening to music are expressions of our personal taste and character. Storing and accessing our listening histories is trivial due to services like Last.fm, but learning from them and understanding them is not. Existing solutions operate at a very abstract level and only produce statistics. By applying techniques from information visualization to this problem, we were able to provide average people with a detailed and powerful tool for accessing their own musical past. LastHistory is an interactive visualization for displaying music listening histories, along with contextual information from personal photos and calendar entries. Its two main user tasks are (1) analysis, with an emphasis on temporal patterns and hypotheses related to musical genre and sequences, and (2) reminiscing, where listening histories and context represent part of one's past. In this design study paper we give an overview of the field of music listening histories and explain their unique characteristics as a type of personal data. We then describe the design rationale, data and view transformations of LastHistory and present the results from both a laband a large-scale online study. We also put listening histories in contrast to other lifelogging data. The resonant and enthusiastic feedback that we received from average users shows a need for making their personal data accessible. We hope to stimulate such developments through this research.","Dominikus Baur;Frederik Seiffert;Michael Sedlmair;Sebastian Boring","http://dx.doi.org/10.1109/TVCG.2010.206","10.1109/TVCG.2008.166;10.1109/TVCG.2007.70541;10.1109/INFVIS.2001.963273;10.1109/INFVIS.2002.1173155;10.1109/INFVIS.1999.801851;10.1109/VAST.2006.261421",22
